# i_sweep, z, m_z
   15,    10, .8000
   15,    11, .6000
   15,    12, .7000
   15,    13, .9000
   15,    14, .3000
   15,    15, .6000
   15,    16, .7000
   15,    17, .7000
   15,    18, .4000
   15,    19, -.4000
   15,    20, -.8000

   16,     1, .6000
   16,     2, .8000
   16,     3, .7000
   16,     4, .6000
   16,     5, .8000
   16,     6, .7000
   16,     7, .9000
   16,     8, .9000
   16,     9, .8000
   16,    10, .8000
   16,    11, .5000
   16,    12, .5000
   16,    13, .7000
   16,    14, .3000
   16,    15, .7000
   16,    16, .7000
   16,    17, .5000
   16,    18, .3000
   16,    19, -.2000
   16,    20, -.5000

   17,     1, .6000
   17,     2, .7000
   17,     3, .8000
   17,     4, .1000
   17,     5, .7000
   17,     6, .9000
   17,     7, 1.0000
   17,     8, .9000
   17,     9, .8000
   17,    10, .8000
   17,    11, .6000
   17,    12, .7000
   17,    13, .9000
   17,    14, .7000
   17,    15, .7000
   17,    16, .8000
   17,    17, .3000
   17,    18, .8000
   17,    19, -.2000
   17,    20, -.6000

   18,     1, .6000
   18,     2, .5000
   18,     3, .6000
   18,     4, .6000
   18,     5, .6000
   18,     6, 1.0000
   18,     7, .8000
   18,     8, .8000
   18,     9, .6000
   18,    10, .7000
   18,    11, .5000
   18,    12, .6000
   18,    13, .9000
   18,    14, .9000
   18,    15, .6000
   18,    16, .7000
   18,    17, .4000
   18,    18, .4000
   18,    19, .4000
   18,    20, -.7000

   19,     1, .5000
   19,     2, .6000
   19,     3, .6000
   19,     4, .4000
   19,     5, .9000
   19,     6, 1.0000
   19,     7, 1.0000
   19,     8, .8000
   19,     9, .8000
   19,    10, .6000
   19,    11, .9000
   19,    12, .8000
   19,    13, .6000
   19,    14, .6000
   19,    15, .5000
   19,    16, .7000
   19,    17, .7000
   19,    18, .4000
   19,    19, .4000
   19,    20, -.7000

   20,     1, .6000
   20,     2, .8000
   20,     3, .6000
   20,     4, .8000
   20,     5, .9000
   20,     6, .9000
   20,     7, .8000
   20,     8, 1.0000
   20,     9, .9000
   20,    10, .8000
   20,    11, .8000
   20,    12, .7000
   20,    13, .8000
   20,    14, .4000
   20,    15, .3000
   20,    16, .7000
   20,    17, .6000
   20,    18, .3000
   20,    19, .2000
   20,    20, -.8000

   21,     1, .7000
   21,     2, .8000
   21,     3, .7000
   21,     4, .7000
   21,     5, .9000
   21,     6, 1.0000
   21,     7, .8000
   21,     8, .9000
   21,     9, 1.0000
   21,    10, .8000
   21,    11, .9000
   21,    12, .8000
   21,    13, .8000
   21,    14, .6000
   21,    15, .1000
   21,    16, .6000
   21,    17, 1.0000
   21,    18, .7000
   21,    19, -.5000
   21,    20, -.8000

   22,     1, .9000
   22,     2, .7000
   22,     3, .9000
   22,     4, .9000
   22,     5, .9000
   22,     6, .7000
   22,     7, 1.0000
   22,     8, 1.0000
   22,     9, 1.0000
   22,    10, .8000
   22,    11, .8000
   22,    12, .7000
   22,    13, .7000
   22,    14, .8000
   22,    15, .6000
   22,    16, .6000
   22,    17, .6000
   22,    18, .4000
   22,    19, -.3000
   22,    20, -.7000

   23,     1, .8000
   23,     2, .8000
   23,     3, .8000
   23,     4, 1.0000
   23,     5, 1.0000
   23,     6, .7000
   23,     7, .6000
   23,     8, .9000
   23,     9, .7000
   23,    10, .7000
   23,    11, .6000
   23,    12, .8000
   23,    13, .7000
   23,    14, .6000
   23,    15, .6000
   23,    16, .3000
   23,    17, .2000
   23,    18, .2000
   23,    19, -.1000
   23,    20, -.7000

   24,     1, .8000
   24,     2, 1.0000
   24,     3, .9000
   24,     4, .9000
   24,     5, .5000
   24,     6, .5000
   24,     7, .9000
   24,     8, .8000
   24,     9, .7000
   24,    10, .5000
   24,    11, .8000
   24,    12, .6000
   24,    13, .7000
   24,    14, .5000
   24,    15, .1000
   24,    16, .1000
   24,    17, .2000
   24,    18, -.1000
   24,    19, -.2000
   24,    20, -.8000

   25,     1, .8000
   25,     2, 1.0000
   25,     3, .9000
   25,     4, .7000
   25,     5, .7000
   25,     6, .6000
   25,     7, .7000
   25,     8, .8000
   25,     9, .6000
   25,    10, .8000
   25,    11, .7000
   25,    12, .8000
   25,    13, .8000
   25,    14, .6000
   25,    15, .6000
   25,    16, -.4000
   25,    17, .0000
   25,    18, .1000
   25,    19, -.1000
   25,    20, -.9000

   26,     1, .9000
   26,     2, 1.0000
   26,     3, .9000
   26,     4, 1.0000
   26,     5, 1.0000
   26,     6, .7000
   26,     7, .5000
   26,     8, .9000
   26,     9, .7000
   26,    10, .8000
   26,    11, .8000
   26,    12, .9000
   26,    13, .8000
   26,    14, .5000
   26,    15, .5000
   26,    16, .0000
   26,    17, .0000
   26,    18, .2000
   26,    19, -.2000
   26,    20, -.9000

   27,     1, .9000
   27,     2, 1.0000
   27,     3, .9000
   27,     4, .9000
   27,     5, .7000
   27,     6, .7000
   27,     7, .7000
   27,     8, .8000
   27,     9, .6000
   27,    10, .9000
   27,    11, .8000
   27,    12, .6000
   27,    13, .7000
   27,    14, .4000
   27,    15, .4000
   27,    16, .3000
   27,    17, .3000
   27,    18, -.1000
   27,    19, -.3000
   27,    20, -.9000

   28,     1, 1.0000
   28,     2, .9000
   28,     3, .6000
   28,     4, 1.0000
   28,     5, .9000
   28,     6, .8000
   28,     7, .7000
   28,     8, .8000
   28,     9, .7000
   28,    10, .8000
   28,    11, .8000
   28,    12, .4000
   28,    13, .5000
   28,    14, .5000
   28,    15, .3000
   28,    16, .3000
   28,    17, -.1000
   28,    18, -.4000
   28,    19, -.5000
   28,    20, -1.0000

   29,     1, 1.0000
   29,     2, .8000
   29,     3, .5000
   29,     4, .7000
   29,     5, .9000
   29,     6, .9000
   29,     7, .6000
   29,     8, .8000
   29,     9, .9000
   29,    10, .4000
   29,    11, .5000
   29,    12, .5000
   29,    13, .6000
   29,    14, .4000
   29,    15, .0000
   29,    16, .2000
   29,    17, -.1000
   29,    18, -.6000
   29,    19, -.7000
   29,    20, -.8000

   30,     1, 1.0000
   30,     2, 1.0000
   30,     3, .7000
   30,     4, .8000
   30,     5, 1.0000
   30,     6, 1.0000
   30,     7, .6000
   30,     8, .9000
   30,     9, .6000
   30,    10, .6000
   30,    11, .4000
   30,    12, .4000
   30,    13, .3000
   30,    14, .3000
   30,    15, .4000
   30,    16, .1000
   30,    17, -.2000
   30,    18, -.6000
   30,    19, -.7000
   30,    20, -.6000

   31,     1, 1.0000
   31,     2, 1.0000
   31,     3, 1.0000
   31,     4, 1.0000
   31,     5, .9000
   31,     6, .6000
   31,     7, .4000
   31,     8, .6000
   31,     9, .8000
   31,    10, .5000
   31,    11, .6000
   31,    12, .3000
   31,    13, .0000
   31,    14, .5000
   31,    15, .5000
   31,    16, .3000
   31,    17, -.4000
   31,    18, -.2000
   31,    19, -.6000
   31,    20, -.7000

   32,     1, 1.0000
   32,     2, 1.0000
   32,     3, 1.0000
   32,     4, 1.0000
   32,     5, .9000
   32,     6, .6000
   32,     7, .4000
   32,     8, .6000
   32,     9, .8000
   32,    10, .2000
   32,    11, .2000
   32,    12, .6000
   32,    13, .1000
   32,    14, .5000
   32,    15, .6000
   32,    16, .6000
   32,    17, -.5000
   32,    18, -.6000
   32,    19, -.4000
   32,    20, -.8000

   33,     1, .8000
   33,     2, 1.0000
   33,     3, .9000
   33,     4, .9000
   33,     5, .6000
   33,     6, .3000
   33,     7, .5000
   33,     8, .6000
   33,     9, .8000
   33,    10, .3000
   33,    11, .2000
   33,    12, .4000
   33,    13, .0000
   33,    14, .4000
   33,    15, .5000
   33,    16, .6000
   33,    17, -.3000
   33,    18, -.7000
   33,    19, -.8000
   33,    20, -.8000

   34,     1, .9000
   34,     2, 1.0000
   34,     3, .8000
   34,     4, .9000
   34,     5, .9000
   34,     6, .6000
   34,     7, .7000
   34,     8, .5000
   34,     9, .7000
   34,    10, .5000
   34,    11, .3000
   34,    12, .6000
   34,    13, -.2000
   34,    14, .5000
   34,    15, .6000
   34,    16, .6000
   34,    17, -.1000
   34,    18, -.7000
   34,    19, -1.0000
   34,    20, -.9000

   35,     1, .9000
   35,     2, .9000
   35,     3, .9000
   35,     4, .9000
   35,     5, .8000
   35,     6, .7000
   35,     7, .5000
   35,     8, .6000
   35,     9, .4000
   35,    10, .7000
   35,    11, -.1000
   35,    12, .3000
   35,    13, .1000
   35,    14, .2000
   35,    15, .4000
   35,    16, .5000
   35,    17, -.2000
   35,    18, -.8000
   35,    19, -.7000
   35,    20, -.9000

   36,     1, .9000
   36,     2, .8000
   36,     3, .9000
   36,     4, .8000
   36,     5, .9000
   36,     6, .6000
   36,     7, .6000
   36,     8, .5000
   36,     9, .3000
   36,    10, .5000
   36,    11, -.1000
   36,    12, .0000
   36,    13, -.1000
   36,    14, -.2000
   36,    15, .1000
   36,    16, .4000
   36,    17, .1000
   36,    18, -.4000
   36,    19, -.7000
   36,    20, -.8000

   37,     1, 1.0000
   37,     2, .7000
   37,     3, .9000
   37,     4, .9000
   37,     5, .8000
   37,     6, .8000
   37,     7, .1000
   37,     8, .4000
   37,     9, .1000
   37,    10, -.1000
   37,    11, -.1000
   37,    12, .4000
   37,    13, .1000
   37,    14, -.1000
   37,    15, -.5000
   37,    16, .0000
   37,    17, -.1000
   37,    18, -.3000
   37,    19, -.3000
   37,    20, -.9000

   38,     1, 1.0000
   38,     2, .9000
   38,     3, 1.0000
   38,     4, .7000
   38,     5, .7000
   38,     6, .5000
   38,     7, .2000
   38,     8, .3000
   38,     9, .3000
   38,    10, -.4000
   38,    11, .2000
   38,    12, .5000
   38,    13, .0000
   38,    14, -.1000
   38,    15, -.5000
   38,    16, -.4000
   38,    17, -.3000
   38,    18, -.4000
   38,    19, -.5000
   38,    20, -.7000

   39,     1, .9000
   39,     2, .8000
   39,     3, .8000
   39,     4, .9000
   39,     5, .7000
   39,     6, .5000
   39,     7, .5000
   39,     8, .4000
   39,     9, -.1000
   39,    10, -.4000
   39,    11, .3000
   39,    12, .6000
   39,    13, -.3000
   39,    14, -.1000
   39,    15, -.4000
   39,    16, -.5000
   39,    17, -.6000
   39,    18, -.1000
   39,    19, -.5000
   39,    20, -.7000

   40,     1, 1.0000
   40,     2, .6000
   40,     3, .5000
   40,     4, .5000
   40,     5, .4000
   40,     6, .6000
   40,     7, .2000
   40,     8, .1000
   40,     9, .0000
   40,    10, -.2000
   40,    11, .1000
   40,    12, .4000
   40,    13, -.2000
   40,    14, .0000
   40,    15, -.5000
   40,    16, -.2000
   40,    17, -.5000
   40,    18, -.5000
   40,    19, -.3000
   40,    20, -.5000

   41,     1, .9000
   41,     2, .9000
   41,     3, .7000
   41,     4, .6000
   41,     5, .7000
   41,     6, .7000
   41,     7, .4000
   41,     8, .2000
   41,     9, -.3000
   41,    10, -.3000
   41,    11, -.3000
   41,    12, -.1000
   41,    13, -.2000
   41,    14, .2000
   41,    15, -.3000
   41,    16, -.3000
   41,    17, -.7000
   41,    18, -.7000
   41,    19, -.4000
   41,    20, -.9000

   42,     1, .7000
   42,     2, .8000
   42,     3, .7000
   42,     4, .6000
   42,     5, .6000
   42,     6, .4000
   42,     7, .3000
   42,     8, .4000
   42,     9, -.2000
   42,    10, -.3000
   42,    11, -.1000
   42,    12, -.4000
   42,    13, .0000
   42,    14, .5000
   42,    15, .0000
   42,    16, -.6000
   42,    17, -.7000
   42,    18, -.8000
   42,    19, -.4000
   42,    20, -.7000

   43,     1, .7000
   43,     2, .7000
   43,     3, .5000
   43,     4, .7000
   43,     5, .7000
   43,     6, .5000
   43,     7, .5000
   43,     8, .3000
   43,     9, -.2000
   43,    10, -.6000
   43,    11, -.3000
   43,    12, -.6000
   43,    13, -.3000
   43,    14, .2000
   43,    15, -.2000
   43,    16, -.5000
   43,    17, -.7000
   43,    18, -.5000
   43,    19, -.8000
   43,    20, -.3000

   44,     1, .5000
   44,     2, .8000
   44,     3, .6000
   44,     4, .8000
   44,     5, .7000
   44,     6, .5000
   44,     7, .9000
   44,     8, -.1000
   44,     9, .1000
   44,    10, -.2000
   44,    11, -.3000
   44,    12, -.9000
   44,    13, -.7000
   44,    14, -.4000
   44,    15, -.2000
   44,    16, -.4000
   44,    17, -.5000
   44,    18, -.8000
   44,    19, -.9000
   44,    20, -.5000

   45,     1, .5000
   45,     2, .8000
   45,     3, .8000
   45,     4, .8000
   45,     5, .5000
   45,     6, .8000
   45,     7, .8000
   45,     8, .5000
   45,     9, .0000
   45,    10, -.5000
   45,    11, -.6000
   45,    12, -.9000
   45,    13, -.4000
   45,    14, -.5000
   45,    15, -.4000
   45,    16, -.5000
   45,    17, -.5000
   45,    18, -.7000
   45,    19, -.7000
   45,    20, -.6000

   46,     1, .7000
   46,     2, .9000
   46,     3, .8000
   46,     4, 1.0000
   46,     5, .8000
   46,     6, .6000
   46,     7, .6000
   46,     8, .5000
   46,     9, .2000
   46,    10, -.3000
   46,    11, -.7000
   46,    12, -.9000
   46,    13, -.6000
   46,    14, -.5000
   46,    15, -.5000
   46,    16, .0000
   46,    17, -.5000
   46,    18, -.9000
   46,    19, -.7000
   46,    20, -.6000

   47,     1, .7000
   47,     2, 1.0000
   47,     3, .8000
   47,     4, .8000
   47,     5, .9000
   47,     6, .5000
   47,     7, .6000
   47,     8, .3000
   47,     9, .1000
   47,    10, -.4000
   47,    11, -.8000
   47,    12, -.7000
   47,    13, -.9000
   47,    14, -.6000
   47,    15, -.1000
   47,    16, -.3000
   47,    17, -.5000
   47,    18, -.9000
   47,    19, -.8000
   47,    20, -.6000

   48,     1, .9000
   48,     2, .8000
   48,     3, .8000
   48,     4, .9000
   48,     5, 1.0000
   48,     6, 1.0000
   48,     7, .4000
   48,     8, .5000
   48,     9, .3000
   48,    10, .1000
   48,    11, -.7000
   48,    12, -.8000
   48,    13, -.8000
   48,    14, -.7000
   48,    15, -.3000
   48,    16, -.8000
   48,    17, -.6000
   48,    18, -1.0000
   48,    19, -.6000
   48,    20, -.8000

   49,     1, .9000
   49,     2, .8000
   49,     3, .9000
   49,     4, .8000
   49,     5, .7000
   49,     6, .9000
   49,     7, .5000
   49,     8, .2000
   49,     9, .1000
   49,    10, .1000
   49,    11, -.6000
   49,    12, -.8000
   49,    13, -.8000
   49,    14, -.3000
   49,    15, -.4000
   49,    16, -.8000
   49,    17, -.6000
   49,    18, -1.0000
   49,    19, -.8000
   49,    20, -.9000

   50,     1, .8000
   50,     2, .7000
   50,     3, .8000
   50,     4, .8000
   50,     5, .8000
   50,     6, .6000
   50,     7, .7000
   50,     8, -.1000
   50,     9, -.3000
   50,    10, -.2000
   50,    11, -.5000
   50,    12, -.7000
   50,    13, -.4000
   50,    14, -.5000
   50,    15, -.4000
   50,    16, -.6000
   50,    17, -.7000
   50,    18, -1.0000
   50,    19, -.8000
   50,    20, -.7000

   51,     1, .9000
   51,     2, .6000
   51,     3, .5000
   51,     4, .8000
   51,     5, 1.0000
   51,     6, .5000
   51,     7, .6000
   51,     8, .0000
   51,     9, -.5000
   51,    10, -.1000
   51,    11, -.5000
   51,    12, -.7000
   51,    13, -.4000
   51,    14, -.6000
   51,    15, -.5000
   51,    16, -.7000
   51,    17, -.6000
   51,    18, -.9000
   51,    19, -.6000
   51,    20, -.5000

   52,     1, 1.0000
   52,     2, .7000
   52,     3, .7000
   52,     4, .6000
   52,     5, .7000
   52,     6, .5000
   52,     7, .5000
   52,     8, -.2000
   52,     9, -.6000
   52,    10, -.4000
   52,    11, -.7000
   52,    12, -.9000
   52,    13, -.7000
   52,    14, -.3000
   52,    15, -.7000
   52,    16, -.8000
   52,    17, -.7000
   52,    18, -.7000
   52,    19, -.7000
   52,    20, -.8000

   53,     1, 1.0000
   53,     2, 1.0000
   53,     3, .7000
   53,     4, .8000
   53,     5, .8000
   53,     6, .7000
   53,     7, .6000
   53,     8, -.4000
   53,     9, -.7000
   53,    10, -.7000
   53,    11, -.8000
   53,    12, -.7000
   53,    13, -.6000
   53,    14, -.8000
   53,    15, -.7000
   53,    16, -.7000
   53,    17, -.7000
   53,    18, -.4000
   53,    19, -.2000
   53,    20, -.9000

   54,     1, .9000
   54,     2, .9000
   54,     3, .8000
   54,     4, .8000
   54,     5, .6000
   54,     6, .4000
   54,     7, .3000
   54,     8, -.7000
   54,     9, -1.0000
   54,    10, -.9000
   54,    11, -.8000
   54,    12, -.7000
   54,    13, -.8000
   54,    14, -.7000
   54,    15, -.7000
   54,    16, -.8000
   54,    17, -.6000
   54,    18, -.5000
   54,    19, -.3000
   54,    20, -.7000

   55,     1, .7000
   55,     2, .8000
   55,     3, .7000
   55,     4, 1.0000
   55,     5, .6000
   55,     6, .6000
   55,     7, .4000
   55,     8, .0000
   55,     9, -.8000
   55,    10, -.9000
   55,    11, -.9000
   55,    12, -.8000
   55,    13, -.8000
   55,    14, -.8000
   55,    15, -.6000
   55,    16, -.5000
   55,    17, -.8000
   55,    18, -.4000
   55,    19, -.3000
   55,    20, -.8000

   56,     1, .8000
   56,     2, .7000
   56,     3, .8000
   56,     4, 1.0000
   56,     5, .6000
   56,     6, .2000
   56,     7, -.1000
   56,     8, -.4000
   56,     9, -1.0000
   56,    10, -.8000
   56,    11, -.8000
   56,    12, -.7000
   56,    13, -.7000
   56,    14, -.9000
   56,    15, -.8000
   56,    16, -.6000
   56,    17, -.5000
   56,    18, -.9000
   56,    19, -.5000
   56,    20, -.8000

   57,     1, .8000
   57,     2, .8000
   57,     3, .7000
   57,     4, .7000
   57,     5, 1.0000
   57,     6, .4000
   57,     7, .1000
   57,     8, -.4000
   57,     9, -.9000
   57,    10, -.4000
   57,    11, -.8000
   57,    12, -.9000
   57,    13, -.9000
   57,    14, -.7000
   57,    15, -.8000
   57,    16, -.8000
   57,    17, -.5000
   57,    18, -.5000
   57,    19, -.5000
   57,    20, -.8000

   58,     1, .7000
   58,     2, .9000
   58,     3, 1.0000
   58,     4, .6000
   58,     5, .6000
   58,     6, .6000
   58,     7, .1000
   58,     8, -.5000
   58,     9, -.8000
   58,    10, -.7000
   58,    11, -.8000
   58,    12, -1.0000
   58,    13, -.9000
   58,    14, -.8000
   58,    15, -.8000
   58,    16, -.7000
   58,    17, -.7000
   58,    18, -.4000
   58,    19, -.6000
   58,    20, -.7000

   59,     1, .8000
   59,     2, .9000
   59,     3, .9000
   59,     4, .5000
   59,     5, .4000
   59,     6, .2000
   59,     7, .0000
   59,     8, -.1000
   59,     9, -.9000
   59,    10, -.4000
   59,    11, -.8000
   59,    12, -.6000
   59,    13, -.5000
   59,    14, -1.0000
   59,    15, -.8000
   59,    16, -.5000
   59,    17, -.6000
   59,    18, -.7000
   59,    19, -.5000
   59,    20, -.7000

   60,     1, 1.0000
   60,     2, .9000
   60,     3, .8000
   60,     4, .7000
   60,     5, .3000
   60,     6, .1000
   60,     7, -.1000
   60,     8, .2000
   60,     9, -.7000
   60,    10, -.6000
   60,    11, -1.0000
   60,    12, -.9000
   60,    13, -.8000
   60,    14, -.9000
   60,    15, -.6000
   60,    16, -.6000
   60,    17, -.6000
   60,    18, -.8000
   60,    19, -.7000
   60,    20, -.9000

   61,     1, .9000
   61,     2, .7000
   61,     3, .9000
   61,     4, .8000
   61,     5, .3000
   61,     6, .0000
   61,     7, .0000
   61,     8, -.1000
   61,     9, -.6000
   61,    10, -.5000
   61,    11, -.7000
   61,    12, -.9000
   61,    13, -.6000
   61,    14, -.9000
   61,    15, -.8000
   61,    16, -1.0000
   61,    17, -.6000
   61,    18, -.7000
   61,    19, -.6000
   61,    20, -.4000

   62,     1, .8000
   62,     2, .7000
   62,     3, .9000
   62,     4, .5000
   62,     5, .2000
   62,     6, .1000
   62,     7, .2000
   62,     8, .1000
   62,     9, -.8000
   62,    10, -.7000
   62,    11, -.8000
   62,    12, -1.0000
   62,    13, -.6000
   62,    14, -.8000
   62,    15, -.6000
   62,    16, -.7000
   62,    17, -.8000
   62,    18, -.9000
   62,    19, -.3000
   62,    20, -.3000

   63,     1, .9000
   63,     2, .4000
   63,     3, .8000
   63,     4, .7000
   63,     5, .3000
   63,     6, .0000
   63,     7, .1000
   63,     8, -.3000
   63,     9, -.2000
   63,    10, -.7000
   63,    11, -.8000
   63,    12, -.8000
   63,    13, -.6000
   63,    14, -.8000
   63,    15, -.7000
   63,    16, -.7000
   63,    17, -1.0000
   63,    18, -1.0000
   63,    19, -.5000
   63,    20, -.5000

   64,     1, .9000
   64,     2, .5000
   64,     3, .7000
   64,     4, .6000
   64,     5, .3000
   64,     6, .4000
   64,     7, .1000
   64,     8, -.2000
   64,     9, -.3000
   64,    10, -.4000
   64,    11, -.9000
   64,    12, -.9000
   64,    13, -.4000
   64,    14, -.8000
   64,    15, -.9000
   64,    16, -.8000
   64,    17, -.8000
   64,    18, -.7000
   64,    19, -.4000
   64,    20, -.6000

   65,     1, .9000
   65,     2, .6000
   65,     3, .6000
   65,     4, .8000
   65,     5, .8000
   65,     6, .2000
   65,     7, .1000
   65,     8, .1000
   65,     9, -.9000
   65,    10, -.7000
   65,    11, -.8000
   65,    12, -.7000
   65,    13, -.6000
   65,    14, -.8000
   65,    15, -1.0000
   65,    16, -.6000
   65,    17, -.7000
   65,    18, -.5000
   65,    19, -.5000
   65,    20, -.6000

   66,     1, 1.0000
   66,     2, .4000
   66,     3, .7000
   66,     4, .7000
   66,     5, .7000
   66,     6, .3000
   66,     7, .4000
   66,     8, -.3000
   66,     9, -.6000
   66,    10, -.7000
   66,    11, -.9000
   66,    12, -1.0000
   66,    13, -.8000
   66,    14, -.6000
   66,    15, -.8000
   66,    16, -.7000
   66,    17, -.7000
   66,    18, -.6000
   66,    19, -.4000
   66,    20, -.5000

   67,     1, 1.0000
   67,     2, .5000
   67,     3, .6000
   67,     4, .6000
   67,     5, .4000
   67,     6, .5000
   67,     7, .3000
   67,     8, -.3000
